id pop year region species cluster geno_sex sequenced rgb_r_mean rgb_r_mode rgb_g_mean rgb_g_mode rgb_b_mean rgb_b_mode luminance_mean luminance_mode isotope_d13C isotope_d15N isotope_d13C_resid isotope_d15N_resid isotope_CN_ratio egg_diameter_mean egg_diameter_sd egg_number egg_weight sex testis_length_mean testis_width_mean testis_weight std_length body_depth1 body_depth2 spine_dorsal1 spine_dorsal2 spine_dorsal3 spine_pelvic csize PC1 PC10 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 joint_sex ventral_rakers dorsal_rakers raker_long_count raker_short_count plate_count
CL23 CL 2014 HA cmn cmn M 1 139.085180700447 158 142.495529061103 158 147.271376676602 157 428.852086438152 473 -18.65 13.42 -0.177777777777777 1.56 3.26099644128114 NA NA NA NA M 3.8 0.9 0.484 4.73 1.03 1.02 0.486542019 0.507 0.142853402 0.761958615 5.7555743204664 0.0503556445387246 0.0030321687230312 -0.0164173150579823 0.014627324242383 -0.000632988169208522 -0.00119008448479047 0.0177351792176842 0.0126089212892046 -0.02517074187968 0.0166054025776748 M NA NA NA NA NA
CL24 CL 2014 HA cmn cmn F 1 155.33351426799 185 155.929254549214 183 158.652993176179 177 469.915761993383 545 -16.98 12.35 1.34333333333333 0.444666666666666 3.21856033874383 1.065 0.0818195847242238 134 1.865 F NA NA NA 5.4 1.27 1.32 0.578865792 0.687 0.182940447 0.933916017 6.77356525904816 0.0394708109712696 0.00127149251915349 0.00955726996139479 -0.00238601965988198 -0.00829320419164264 0.00365245859724423 0.00366013756925827 -0.00578018599233373 -0.0154456851171501 -0.00377720001686616 F NA NA NA NA NA
CL25 CL 2014 HA wht wht M 1 142.320216049383 150 139.391865079365 141 133.348985890653 130 415.0610670194 421 -18.08 10.49 0.392222222222224 -1.37 3.26099644128114 NA NA NA NA M 3.3 0.625 0.255 3.49 0.83 0.78 0.321104449 0.285 0.149687276 0.524047454 4.25382528438179 0.0264291314011072 0.00764179787136951 -0.00338581703622776 0.00189654499158332 -0.00702722571761033 -0.00203211270151844 0.0184390421054354 0.00312927911161856 -0.000773436090265708 -0.013952573898047 M NA NA NA NA NA
CL27 CL 2014 HA cmn cmn F 1 144.542443820225 104 140.144157303371 157 139.290758426966 154 423.977359550562 415 -18.24 12.47 0.0833333333333346 0.564666666666667 3.33256100209978 1.555 0.0685160159703149 104 3.96 F NA NA NA 5.19 1.23 1.35 0.553135261 0.545 0.158570169 0.810416435 6.62127267349492 -0.0505454079734861 0.00462220175242719 -0.00699295326926442 -0.000728400961465292 -0.00229378231717465 -0.00870300086428048 -0.0210840204963891 0.00122831204460135 -0.00713765547170086 0.000162841634612329 F NA NA NA NA NA
CL28 CL 2014 HA cmn cmn M 1 143.118681426332 159 140.190830721003 157 138.643808777429 151 421.953320924765 467 -18.69 13.3 -0.217777777777779 1.44 3.26480055983205 NA NA NA NA NA NA NA NA 4.67 1.04 0.99 0.565649713 0.598 0.164246933 0.695277822 5.66790629083679 0.00556395095488058 0.010607766345418 -0.0106168579614985 0.00577630806599155 0.00104428241250835 0.00338317608063559 -0.00901522854286023 0.00339808657633661 0.024066281681333 -0.0219943578173243 M NA NA NA NA NA
CL29 CL 2014 HA wht wht M 1 153.012384716733 172 151.270355731225 168 146.537373737374 160 450.820114185332 500 -18.95 10.36 -0.477777777777777 -1.5 3.24812985179958 NA NA NA NA M 4.1 1.15 0.44 3.82 0.93 0.88 0.423048444 0.515 0.140693934 0.590039309 4.69968461387469 -0.027689322544368 0.00873917797798232 0.00805134864143293 -0.000225663313003773 0.000116378727262498 -0.00798163427961118 0.0043071938987658 -0.00637445363955035 0.0101469867270909 0.00851324718258755 M NA NA NA NA NA
CL31 CL 2014 HA wht wht F 1 137.896581196581 129 133.220868945869 126 130.118945868946 122 401.236396011396 377 -20.79 11.32 -2.46666666666667 -0.585333333333333 3.24604982206406 1.455 0.463351318595776 25 3.725 F NA NA NA 4 0.85 0.84 0.454111122 0.514 0 0.752287766 4.94645345442402 -0.00946990984691497 0.00958446731365945 0.0181928641274002 -0.0067861028258662 -0.0102599076637912 0.0069349601513565 -0.0242691219496885 0.002761280435092 -0.00547143693164757 0.00155762120538147 F NA NA NA NA NA
CL33 CL 2014 HA wht wht F 1 143.479298941799 133 136.450198412698 111 129.935582010582 114 409.865079365079 358 NA NA NA NA NA 1.42 0.0752772652709081 34 2.73 F NA NA NA 3.85 0.83 0.82 0.284035167 0.37 0.090822697 0.59724688 4.70883834146583 0.0183169125789989 -0.00785932843085644 0.00545571838501995 -0.00661663075290301 0.00252617217667776 0.0103001779401636 -0.0359155859704133 0.000858864363852051 -0.00651637947137007 0.0108477852526999 F NA NA NA NA NA
CL38 CL 2014 HA cmn cmn F 1 135.1825 99 134.282333333333 99 132.954766666667 102 402.4196 300 -17.37 12.51 0.953333333333332 0.604666666666667 3.20860513532269 NA NA NA NA NA NA NA NA 4.94 1.19 1.17 0.402290476 0.598 0.202030952 0.862957143 6.13135821971878 0.00125137668604865 -0.00594359403590537 -0.0116883862959506 0.0117350523917263 -0.0114520161877269 -0.00107074256495271 0.00658404745079661 0.0191821552979091 0.01365861951227 0.00301191868230317 F NA NA NA NA NA
CL39 CL 2014 HA wht wht M 1 145.505218855219 153 141.878114478114 146 136.993265993266 134 424.376599326599 433 -20.86 9.68 -2.38777777777778 -2.18 3.23864768683274 NA NA NA NA M 3.15 0.75 0.559 3.89 0.86 0.83 0.373122685 0.406 0.152766713 0.639697313 4.62452946772029 -0.0012088476398658 0.00245573424236671 -0.0079024448113228 0.00834979401164125 0.00631156491858862 -0.00215736981295776 -0.0120633078409204 0.0127173796577741 -0.0164151661427706 0.00802823272668348 M NA NA NA NA NA
CL40 CL 2014 HA wht wht F 1 150.519725557461 146 143.747093577282 139 137.948065561273 132 432.214884696017 417 -19.3 11.55 -0.976666666666668 -0.355333333333332 3.2311743772242 1.34 0.0843274042711568 33 2.65 F NA NA NA 3.53 0.84 0.87 0.313334641 0.35 0.070920142 0.457420729 4.43342463558801 0.00497848022785023 0.00261937556284538 0.0124262849901925 -0.00358064890972417 0.000409446463859823 -0.00248775355841016 -0.0339694636490217 -0.00908802460524794 0.00345610132362088 0.0278789783458827 F NA NA NA NA NA
CL41 CL 2014 HA wht wht F 1 163.811904761905 184 152.984920634921 164 142.240582010582 155 459.037407407407 503 -18.42 9.18 -0.0966666666666686 -2.72533333333333 3.31139185988084 1.445 0.0497214463005877 40 2.84 F NA NA NA 4.13 0.96 0.99 0.415869797 0.547 0.164234982 0.617734871 5.09676343877282 0.00202392106460767 0.000766691840424782 -0.0146435812140235 -0.00244816373865808 0.00172462777211031 0.00332560258236346 -0.0213903553519354 -0.00795437239643576 0.0117553632815074 -0.00209831384420383 F NA NA NA NA NA
CL42 CL 2014 HA wht wht M 1 144.24787037037 156 142.694537037037 155 138.283981481481 146 425.226388888889 457 -18.47 12.9 0.00222222222222303 1.04 3.2333803810868 NA NA NA NA M 2.85 0.65 0.285 3.61 0.8 0.79 0.363895947 0.415 0.179103051 0.574096175 4.35387107741965 0.0045802366901881 -0.00867654374986931 -0.000605866706819875 -0.00506835547530026 -0.00589002218816545 -0.00208894666306887 -0.00887020455689366 0.00192417504185852 0.015117626217282 -0.00277718116393387 M NA NA NA NA NA
CL43 CL 2014 HA cmn cmn F 1 157.210882559775 185 159.373066104079 184 163.241443975621 181 479.825392639475 550 NA NA NA NA NA NA NA NA NA NA NA NA NA 5.32 1.23 1.21 0.465628822 0.557 0.145005645 0.766907427 6.68144806212611 0.0145524299587392 0.00773178965451254 0.0117988858018473 0.00581900672206315 0.00208039695035297 0.00384334374032965 -0.00800244575273166 0.0028178940549152 -0.0060395930684845 -0.0165367698219361 F NA NA NA NA NA
CL45 CL 2014 HA wht wht M 1 138.092530657748 156 136.807599405425 155 133.911557041992 149 408.811687105165 460 -15.28 10.98 3.19222222222222 -0.879999999999999 3.24207848276925 NA NA NA NA M 4 1 0.405 3.54 0.75 0.73 0.338321596 0.33 0.121159624 0.507237089 4.25985484634141 -0.00342756124500301 -0.0101320608639387 0.00093069025093384 -0.000167130781525173 0.000698591094589827 0.0059722422429882 -0.0056395135053621 0.0127744858409145 0.0104975512008692 0.0102037545378393 M NA NA NA NA NA
CL47 CL 2014 HA wht wht F 1 152.391748570159 131 147.417013715365 132 143.664723193959 132 443.473485479483 395 -18.33 9.65 -0.00666666666666521 -2.25533333333333 3.24377288062594 1.385 0.078351061823621 56 3.114 F NA NA NA 3.9 0.87 0.91 0.389479233 0.426 0.184936089 0.57089532 4.91350924942961 0.0166484698531962 0.00453104821760551 0.0145247262158654 0.0100104407588525 0.00711629081424818 -0.00316297536336257 -0.0289711551120359 -0.00466158771059383 -0.00435687883382415 -0.00029960117448091 F NA NA NA NA NA
CL50 CL 2014 HA wht cmn F 1 151.808677134647 184 148.580023604269 177 147.869714696223 162 448.25841543514 523 -16.8 11.95 1.52333333333333 0.0446666666666661 3.25476590460887 1.08 0.0788810637746615 74 2.079 F NA NA NA 5.18 1.2 1.25 0.642906099 0.655 0.164234982 0.817912319 6.57073413708997 0.0108190471516944 0.000961520795418778 0.0049953209779685 0.00303889247347014 -0.00718278675497432 -0.0026518277513788 0.0194117858586114 0.0124609751091339 0.00155733920141678 -0.000562063044170252 F NA NA NA NA NA
CL53 CL 2014 HA cmn cmn F 1 152.416933563275 155 146.746571405108 150 142.938901207194 143 442.102406175577 448 -17.8 12.37 0.523333333333332 0.464666666666666 3.22597035991531 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
CL54 CL 2014 HA wht wht F 1 NA NA NA NA NA NA NA NA -18.88 12.46 -0.556666666666666 0.554666666666668 3.27003140749397 1.34 0.0966091783079296 86 2.77 F NA NA NA 4.27 1.04 1.08 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
CL56 CL 2014 HA wht wht F 1 137.523796296296 100 130.627777777778 106 125.205925925926 113 393.3575 319 NA NA NA NA NA 1.43 0.0823272602348565 39 2.912 F NA NA NA 3.36 0.76 0.74 0.384018383 0.417 0 0.539740101 4.177478903524 0.0141290698727542 0.00237934282815073 -0.0107318874718 0.0138930716116422 -0.000758590967380583 0.000175899704976151 0.00557382257680574 0.0134445516447563 0.0108820432989128 -0.00792904495338557 F NA NA NA NA NA
CL58 CL 2014 HA cmn cmn F 1 152.291964285714 97 153.815476190476 98 156.281011904762 105 462.388452380952 300 -19.68 12.95 -1.35666666666667 1.04466666666667 3.32982094171395 1.148 0.381569856717686 88 2.97 F NA NA NA 5.13 1.21 1.23 0.354600708 0.414 0 0.552448991 6.49098800635534 0.0420215592387638 -0.0020370601253708 -0.0125180582069777 -0.0119608178947822 -0.00287396695514197 0.00306618308969591 -0.0214535410715413 -0.000598106505958961 0.00222618612531163 -0.00497904735603508 F NA NA NA NA NA
CL63 CL 2014 HA wht wht F 1 159.508841607565 130 149.323404255319 133 137.84170212766 129 446.673947990544 392 NA NA NA NA NA 1.455 0.0797565740933694 29 2.741 F NA NA NA 3.49 0.74 0.77 0.397163121 0.501 0.063434988 0.553373523 4.33632105690973 -0.0378357954296447 -0.00338467740869126 -0.00107098245122756 -0.00973337230897794 -3.55440053303451e-05 -0.00543512363427572 -0.020285872960811 0.00862517911287135 -0.0074839464281187 -0.00232802769685024 F NA NA NA NA NA
CL64 CL 2014 HA wht wht M 1 139.917749072224 98 135.560894233514 158 134.523747502141 155 410.002390807879 411 NA NA NA NA NA NA NA NA NA NA NA NA NA 5.82 1.4 1.45 0.339190772 0.434 0.121156496 0.592205366 7.38779440970027 0.00491880972201257 -0.000797021253646857 -0.00170550105609089 0.0109908451826297 -0.0060578844121336 0.00245096114643228 0.0077938515731739 0.00699231160045987 0.00752560161527804 -0.0082898667105043 M NA NA NA NA NA
CL64_2 CL 2014 HA cmn NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CL9 CL 2014 HA cmn cmn F 1 146.385151717983 100 145.281347612673 101 144.605867916109 105 436.272367246765 306 -19.07 12.39 -0.746666666666667 0.484666666666667 3.27377790539085 1.11 0.0699205898780101 99 1.81 F NA NA NA 5.49 1.22 1.25 0.60739091 0.651 0.20950789 0.993007597 6.90550257509513 -0.0364312027642807 -0.000735507119588985 0.001825054428689 0.00189226639517764 0.00300995605342876 0.00361104579047125 0.00981408514123858 -0.0119473463597982 -0.00497619706441497 0.0030775140377183 F NA NA NA NA NA
CPN10 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
CPN12 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CPN13 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CPN15 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
CPN17 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CPN19 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
CPN20 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CPN23 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CPN25 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
CPN27 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
CPN28 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
CPN33 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CPN35 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
CPN6 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
CPN8 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CPN9 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CPSE11 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
CPSE12 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CPSE15 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
CPSE16 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
CPSE19 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
CPSE2 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CPSE20 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CPSE21 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CPSE23 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
CPSE25 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CPSE32 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CPSE33 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CPSE34 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
CPSE38 CP 2014 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CPSE9 CP 2014 AN cmn cmn F 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
GC1 GC 2014 CB cmn cbr F 1 132.054563492063 82 128.033415217939 79 111.311602418745 79 371.399581128748 240 NA NA NA NA NA 1.325 0.067700320038633 109 3.73 F NA NA NA 6.15 1.35 1.46 0.636510309 0.78 0.23553866 1.162391753 NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
GC10 GC 2014 CB cmn cbr M 1 169.000631313131 189 159.429022366522 183 146.782215007215 159 475.211868686869 531 NA NA NA NA NA NA NA NA NA M 6.5 1.4 0.869 6.17 1.38 1.4 0.678378866 0.755 0.23167268 0.960976804 NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
GC12 GC 2014 CB cmn cbr F 1 161.92587042587 128 153.907037407037 127 146.368446368446 109 462.201354201354 364 NA NA NA NA NA 1.565 0.0883490552046571 100 4.495 F NA NA NA 5.96 1.39 1.47 0.629712246 0.752 0.214147443 1.179823651 NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
GC14 GC 2014 CB cmn cbr F 1 178.758029513889 130 170.984006076389 128 161.353515625 106 511.095551215278 364 NA NA NA NA NA 1.32 0.0632455532033676 92 3.641 F NA NA NA 5.66 1.35 1.42 0.632356049 0.712 0.247800723 0.959944032 NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
GC15 GC 2014 CB wht cbr M 1 155.698334921283 176 147.656095458464 161 138.077945646749 152 441.432376026496 489 NA NA NA NA NA NA NA NA NA M 7.6 1.425 1.059 4.69 1.05 1.09 0.625128542 0.6 0.184415149 1.006396825 NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
GC16 GC 2014 CB cmn cbr M 1 159.644564636752 96 139.533943198006 161 116.017761752137 126 415.196269586895 383 NA NA NA NA NA NA NA NA NA M 5.15 1.325 0.615 6.12 1.38 1.36 0.691011594 0.656 0.183954286 0.918865831 NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
GC18 GC 2014 CB cmn cbr F 1 169.554093567251 162 152.955088432463 159 138.533607901868 134 461.042789901583 455 NA NA NA NA NA NA NA NA NA NA NA NA NA 6.16 1.44 1.46 0.583027919 0.563 0.282081218 0.801195432 NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
GC19 GC 2014 CB cmn cbr M 1 147.522105109062 69 143.496925779534 68 138.976760357195 70 429.995791245791 207 NA NA NA NA NA NA NA NA NA M 5.5 1.3 0.73 5.25 1.18 1.18 0.511366013 0.635 0.132637497 0.894428205 NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
GC2 GC 2014 CB cmn cbr F 1 179.029243292131 NA 174.570461930124 NA 169.620607644123 NA 523.220312866379 NA NA NA NA NA NA 1.3955 0.439042202476659 66 4.758 F NA NA NA 5.18 1.21 1.28 0.497092308 0.526 0.14248718 0.688020513 NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
GC21 GC 2014 CB cmn cbr M 1 172.937369572963 71 151.365373848425 70 129.092202371863 150 453.394945793251 291 NA NA NA NA NA NA NA NA NA M 5.55 1.35 0.718 5.95 1.31 1.3 0.739347369 0.606 0.15142518 1.072557632 NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
GC24 GC 2014 CB cmn cbr M 1 150.952317790702 104 145.895316804408 176 139.4368261742 102 436.284460769309 382 NA NA NA NA NA NA NA NA NA M 5.9 1.35 0.77 5.3 1.26 1.26 0.609572061 0.638 0.180316251 1.257964262 NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
GC28 GC 2014 CB cmn cbr F 1 165.313471836062 194 153.969120070024 173 142.177234579343 156 461.459826485429 523 NA NA NA NA NA 1.495 0.109163485958752 86 4.28 F NA NA NA 6.4 1.47 1.52 0.601753279 0.6 0 0.82056706 NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
GC30 GC 2014 CB cmn cbr F 1 162.681918331375 143 150.905478848414 126 135.309268507638 99 448.896665687427 368 NA NA NA NA NA NA NA NA NA NA NA NA NA 5.17 1.16 1.19 0.59197906 0.604 0.198539063 1.052634027 NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
GC31 GC 2014 CB cmn cbr M 1 177.010945945946 97 157.509493243243 179 132.249966216216 141 466.770405405405 417 NA NA NA NA NA NA NA NA NA M 7.15 1.35 0.767 5.37 1.15 1.11 0.725310433 0.806 0.193117048 0.954412214 NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
GC32 GC 2014 CB cmn cbr M 1 168.897101309707 186 155.588501540832 168 138.991140215716 156 463.476743066256 510 NA NA NA NA NA NA NA NA NA M 5 1.35 0.797 4.59 1.13 1.11 0.626682205 0.662 0.220179588 0.993394587 NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
GC36 GC 2014 CB cmn cbr M 1 152.474957264957 180 138.026367521368 158 119.292243589744 132 409.793568376068 470 NA NA NA NA NA NA NA NA NA M 5.75 1.3 1.005 6.07 1.32 1.32 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
GC38 GC 2014 CB cmn cbr M 1 155.381497175141 98 143.812735404896 165 127.899034839925 153 427.093267419962 416 NA NA NA NA NA NA NA NA NA M 7.5 1.75 1.238 6.28 1.39 1.37 0.562002584 0.511 0.208583979 0.697847545 NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
GC4 GC 2014 CB cmn cbr F 1 197.871671075838 101 191.408840388007 97 181.564197530864 96 570.844708994709 294 NA NA NA NA NA 0.765 0.0783510618236211 120 0.772 F NA NA NA 5.6 1.28 1.41 0.602362667 0.732 0.203985884 0.99017298 NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
GC40 GC 2014 CB cmn cbr F 1 179.165918443696 161 152.986563162489 134 122.820270607308 105 454.972752213493 400 NA NA NA NA NA 1.66 0.0699205898780101 124 5.652 F NA NA NA 6.15 1.46 1.53 0.557993087 0.632 0.202280956 1.000112817 NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
GC45 GC 2014 CB cmn cbr F 1 166.648706896552 NA 158.266825039185 138 149.175303683386 183 474.090835619122 NA NA NA NA NA NA 0.85 0.0577350269189626 78 0.92 F NA NA NA 5.47 1.24 1.3 0.571353123 0.7 0.16819811 0.781079668 NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
GC7 GC 2014 CB cmn cbr M 1 174.74944037444 101 166.974715099715 98 158.461894586895 104 500.18605006105 303 NA NA NA NA NA NA NA NA NA M 4.5 0.9 0.391 4.93 1.07 1.05 0.570418745 0.626 0.173768192 0.849935588 NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
