id pop year region species cluster geno_sex sequenced rgb_r_mean rgb_r_mode rgb_g_mean rgb_g_mode rgb_b_mean rgb_b_mode luminance_mean luminance_mode isotope_d13C isotope_d15N isotope_d13C_resid isotope_d15N_resid isotope_CN_ratio egg_diameter_mean egg_diameter_sd egg_number egg_weight sex testis_length_mean testis_width_mean testis_weight std_length body_depth1 body_depth2 spine_dorsal1 spine_dorsal2 spine_dorsal3 spine_pelvic csize PC1 PC10 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 joint_sex ventral_rakers dorsal_rakers raker_long_count raker_short_count plate_count
MH34 MH 2014 NA NA NA NA NA 196.72137068358 NA 183.552766032417 221 169.141472868217 188 549.415609584214 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH37 MH 2014 NA NA NA NA NA 183.990383284904 NA 169.205479452055 133 133.965753424658 130 487.161616161616 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH38 MH 2014 NA NA NA NA NA 186.658307210031 199 173.836859979101 181 139.830982236155 135 500.326149425287 515 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH39 MH 2014 NA NA NA NA NA 182.783910533911 190 169.256184291899 179 132.555400948258 130 484.595495774067 499 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH4 MH 2014 NA NA NA NA NA 185.849035549179 163 181.560816196397 161 176.06185238323 157 543.471704128806 481 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH40 MH 2014 NA NA NA NA NA 165.30449687437 127 150.710990118976 117 120.58661020367 110 436.602097197016 354 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH41 MH 2014 NA NA NA NA NA 156.446095076401 149 144.618081494058 132 115.886587436333 118 416.950764006791 399 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH42 MH 2014 NA NA NA NA NA 162.533215755438 163 150.131246325691 135 122.540637860082 123 435.205099941211 421 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH43 MH 2014 NA NA NA NA NA 160.111365486365 101 147.248778998779 98 118.273555148555 101 425.6336996337 300 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH6 MH 2014 NA NA NA NA NA 196.074561403509 66 183.448830409357 182 165.171661793372 157 544.695053606238 405 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH8 MH 2014 NA NA NA NA NA 201.893095238095 NA 192.421904761905 200 180.697936507937 186 575.012936507937 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR11 MR 2014 NA NA NA NA NA 187.465009416196 213 186.730470809793 209 185.622975517891 201 559.818455743879 623 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR12 MR 2014 NA NA NA NA NA 166.74358974359 179 165.676923076923 176 162.141333333333 168 494.561846153846 523 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR13 MR 2014 NA NA NA NA NA 175.442503856297 189 172.15654077723 187 168.812608847092 184 516.411653480619 560 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR16 MR 2014 NA NA NA NA NA 180.432222222222 191 179.501666666667 190 177.971203703704 189 537.905092592593 570 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR19 MR 2014 NA NA NA NA NA 152.021553325901 163 153.648643626904 164 153.520252694166 161 459.190449646971 488 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR20 MR 2014 NA NA NA NA NA 166.8 99 164.418278018278 102 160.952621452621 183 492.170899470899 384 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR21 MR 2014 NA NA NA NA NA 171.958879392213 99 171.604178537512 102 171.754558404558 200 515.317616334283 401 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR22 MR 2014 NA NA NA NA NA 178.496761485043 96 178.07765758547 98 174.44140625 101 531.015825320513 295 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR23 MR 2014 NA NA NA NA NA 162.656083333333 178 161.60275 166 157.883555555556 160 482.142388888889 504 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR24 MR 2014 NA NA NA NA NA 176.004673230594 189 172.707762557078 184 167.08904109589 167 515.801476883562 540 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR25 MR 2014 NA NA NA NA NA 180.994391025641 131 176.46531116453 190 165.68062232906 173 523.140324519231 494 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR26 MR 2014 NA NA NA NA NA 176.413793103448 96 177.81360003592 99 173.79992816092 106 528.027321300287 301 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR27 MR 2014 NA NA NA NA NA 175.115963541667 98 172.3259375 101 163.967109375 103 511.409010416667 302 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR28 MR 2014 NA NA NA NA NA 177.184846947404 189 182.488979085631 190 187.95715654772 192 547.630982580754 571 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR29 MR 2014 NA NA NA NA NA 176.632602225673 102 177.99181547619 193 177.053733178054 189 531.678150879917 484 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR30 MR 2014 NA NA NA NA NA 187.1215234375 133 180.4926171875 190 170.984140625 178 538.59828125 501 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR31 MR 2014 NA NA NA NA NA 169.059762348555 100 164.959401211556 177 158.477050326188 160 492.4962138863 437 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR32 MR 2014 NA NA NA NA NA 173.671840659341 189 172.715315934066 187 170.021291208791 179 516.408447802198 555 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR33 MR 2014 NA NA NA NA NA 161.272171026556 100 160.836999603646 170 157.791963931827 160 479.901134562029 430 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR34 MR 2014 NA NA NA NA NA 162.870746459481 175 165.078186467349 174 166.226617820614 169 494.175550747443 518 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR35 MR 2014 NA NA NA NA NA 177.527113459399 191 176.43569243604 190 170.604004449388 183 524.566810344828 564 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR36 MR 2014 NA NA NA NA NA 180.232740740741 132 181.166 134 182.068222222222 197 543.466962962963 463 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR37 MR 2014 NA NA NA NA NA 181.316341463415 99 176.249207317073 99 166.369054878049 183 523.934603658537 381 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR38 MR 2014 NA NA NA NA NA 177.953979150775 189 180.082634121536 189 182.383676582761 189 540.420289855072 567 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR39 MR 2014 NA NA NA NA NA 185.137829044661 211 185.515725130632 212 184.555654145716 207 555.20920832101 630 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR40 MR 2014 NA NA NA NA NA 176.742529761905 189 173.339732142857 186 170.258720238095 176 520.340982142857 551 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR41 MR 2014 NA NA NA NA NA 192.318481154547 132 191.912428191117 135 190.715426649853 213 574.946335995516 480 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR42 MR 2014 NA NA NA NA NA 168.792009024784 97 163.328141837284 186 159.505691002155 173 491.625841864224 456 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR43 MR 2014 NA NA NA NA NA 170.893772893773 189 168.606701940035 187 168.372201872202 183 507.87267670601 559 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR44 MR 2014 NA NA NA NA NA 191.253803446535 197 188.976061720384 192 185.957819597664 190 566.187684764583 579 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR45 MR 2014 NA NA NA NA NA 171.38876227209 101 169.039402173913 185 163.230364656381 165 503.658529102384 451 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR46 MR 2014 NA NA NA NA NA 187.141619585687 134 185.13286252354 226 181.831073446328 204 554.105555555555 564 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR48 MR 2014 NA NA NA NA NA 184.044369029663 197 180.614253393665 190 177.65409753645 189 542.312719959779 576 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR49 MR 2014 NA NA NA NA NA 184.546296296296 187 183.257051282051 186 182.39537037037 185 550.198717948718 558 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR5 MR 2014 NA NA NA NA NA 167.62816011236 198 166.223993445693 190 162.725725655431 142 496.577879213483 530 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR50 MR 2014 NA NA NA NA NA 165.969696969697 168 165.267571548822 168 165.330808080808 169 496.568076599327 505 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR51 MR 2014 NA NA NA NA NA 173.079049595573 101 168.092619199659 100 164.786904001703 101 505.958572796935 302 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR52 MR 2014 NA NA NA NA NA 178.358093816101 197 176.536767450541 196 175.77056115466 193 530.665422421302 586 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR54 MR 2014 NA NA NA NA NA 166.295401681875 179 166.340221864376 177 166.503220611916 174 499.138844158168 530 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR55 MR 2014 NA NA NA NA NA 181.640284586057 137 182.416598583878 200 182.702614379085 192 546.75949754902 529 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR56 MR 2014 NA NA NA NA NA 160.796918186844 186 163.465415975677 185 166.287244333886 183 490.549578496407 554 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR59 MR 2014 NA NA NA NA NA 169.173090277778 101 170.990162037037 185 172.576041666667 183 512.739293981482 469 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR6 MR 2014 NA NA NA NA NA 164.449402915633 97 164.922185173697 99 162.893571650124 182 492.265159739454 378 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR60 MR 2014 NA NA NA NA NA 179.747950819672 189 179.745474726776 189 179.186390027322 188 538.67981557377 566 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR61 MR 2014 NA NA NA NA NA 184.043623798726 199 182.980563654033 194 181.627578015333 190 548.651765468092 583 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR62 MR 2014 NA NA NA NA NA 162.172222222222 170 161.69512195122 168 162.35216802168 166 486.219512195122 504 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR63 MR 2014 NA NA NA NA NA 176.589909297052 102 176.663378684807 131 177.866666666667 194 531.119954648526 427 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR64 MR 2014 NA NA NA NA NA 180.594920634921 187 177.498571428571 187 176.185238095238 188 534.27873015873 562 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR65 MR 2014 NA NA NA NA NA 179.116402116402 191 177.893897707231 190 178.090652557319 190 535.100952380952 571 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR66 MR 2014 NA NA NA NA NA 164.040607344633 179 161.316031073446 170 159.781735522599 163 485.138373940678 512 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR67 MR 2014 NA NA NA NA NA 171.398692307692 188 171.284230769231 187 174.013192307692 186 516.696115384615 561 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR68 MR 2014 NA NA NA NA NA 184.352994970279 107 183.358710562414 129 182.463991769547 134 550.175697302241 370 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR69 MR 2014 NA NA NA NA NA 181.442028985507 188 180.331275720165 187 180.175165503668 187 541.94847020934 562 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP1 PP 2014 NA NA NA NA NA 207.777920741122 NA 193.223751930005 201 169.898739063304 181 570.900411734431 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP10 PP 2014 NA NA NA NA NA 197.786764705882 NA 183.328952205882 175 166.340625 160 547.456341911765 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP11 PP 2014 NA NA NA NA NA 207.612140366173 NA 189.595902353967 195 162.27452048823 163 559.48256320837 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP12 PP 2014 NA NA NA NA NA 187.019853709509 187 171.478665970045 164 153.551898293278 153 512.050417972832 504 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP13 PP 2014 NA NA NA NA NA 200.206200941915 66 187.654945054945 188 173.71907378336 175 561.58021978022 429 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP14 PP 2014 NA NA NA NA NA 183.324760244115 188 173.828138622493 178 158.795008718396 159 515.947907585004 525 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP15 PP 2014 NA NA NA NA NA 200.207449494949 134 185.592297979798 132 162.93345959596 183 548.733207070707 449 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP16 PP 2014 NA NA NA NA NA 201.857295482295 NA 191.021443833944 133 175.143772893773 132 568.022512210012 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP17 PP 2014 NA NA NA NA NA 190.094618055556 203 165.153251262626 157 133.730508207071 126 488.978377525253 486 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP18 PP 2014 NA NA NA NA NA 168.889498156165 130 155.441109507776 134 140.880423280423 129 465.211030944364 393 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP19 PP 2014 NA NA NA NA NA 186.87075803662 166 163.457446174032 138 136.373769905171 118 486.701974115823 422 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP2 PP 2014 NA NA NA NA NA 198.178879310345 202 185.482638888889 188 168.748802681992 168 552.410320881226 558 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP20 PP 2014 NA NA NA NA NA 204.756350806452 NA 190.509173387097 136 169.081048387097 190 564.346572580645 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP21 PP 2014 NA NA NA NA NA 183.62827685422 161 169.725863171355 147 151.898257672634 132 505.25239769821 440 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP22 PP 2014 NA NA NA NA NA 206.245259831461 NA 183.895628511236 192 152.724455758427 157 542.865344101124 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP23 PP 2014 NA NA NA NA NA 208.271896258503 NA 186.519699546485 190 159.696003401361 159 554.487599206349 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP24 PP 2014 NA NA NA NA NA 205.011433238056 NA 182.773887300939 194 153.184156798693 138 540.969477337689 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP25 PP 2014 NA NA NA NA NA 207.486969912343 NA 195.094764273869 220 179.914593698176 189 582.496327884388 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP26 PP 2014 NA NA NA NA NA 193.628009259259 213 185.790162037037 191 170.713078703704 177 550.13125 581 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP27 PP 2014 NA NA NA NA NA 189.768127364439 206 182.110182849937 190 172.566204287516 183 544.444514501892 579 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP28 PP 2014 NA NA NA NA NA 191.869345238095 199 175.004166666667 164 157.064880952381 150 523.938392857143 513 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP29 PP 2014 NA NA NA NA NA 199.649281206171 164 182.216690042076 138 159.866234221599 128 541.732205469846 430 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP3 PP 2014 NA NA NA NA NA 195.579044117647 132 176.124415106952 190 148.802055481283 158 520.505514705882 480 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP30 PP 2014 NA NA NA NA NA 198.957682291667 234 183.587425595238 189 160.869419642857 161 543.414527529762 584 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP31 PP 2014 NA NA NA NA NA 206.558459051724 NA 192.173221982759 219 169.755118534483 187 568.486799568966 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP32 PP 2014 NA NA NA NA NA 204.80350877193 NA 187.903668261563 205 164.535167464115 170 557.242344497608 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP33 PP 2014 NA NA NA NA NA 192.913281561131 214 179.253484667463 186 156.572779769016 159 528.739545997611 559 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP34 PP 2014 NA NA NA NA NA 192.164761904762 NA 172.835317460317 162 150.540158730159 131 515.540238095238 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP35 PP 2014 NA NA NA NA NA 198.509834558824 169 174.467463235294 160 144.559834558824 127 517.537132352941 456 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP36 PP 2014 NA NA NA NA NA 198.568452380952 240 183.113185425685 164 168.687860750361 156 550.369498556999 560 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP37 PP 2014 NA NA NA NA NA 208.150532581454 NA 194.112990810359 200 179.251670843776 178 581.515194235589 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP38 PP 2014 NA NA NA NA NA 200.468812003968 66 183.871961805556 175 166.068328373016 155 550.40910218254 396 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP39 PP 2014 NA NA NA NA NA 194.255220306513 212 185.13125 188 177.089966475096 180 556.476436781609 580 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP4 PP 2014 NA NA NA NA NA 201.720338983051 NA 181.052102950408 193 150.494350282486 158 533.266792215945 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP40 PP 2014 NA NA NA NA NA 191.185470779221 199 177.638979076479 173 163.686417748918 159 532.510867604618 531 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP41 PP 2014 NA NA NA NA NA 198.650835866261 NA 191.090868794326 NA 181.87031408308 189 571.612018743668 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP42 PP 2014 NA NA NA NA NA 208.912234042553 NA 190.766696217494 199 162.959072104019 161 562.638002364066 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP43 PP 2014 NA NA NA NA NA 198.214101830664 NA 185.204733981693 188 167.711670480549 165 551.130506292906 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP44 PP 2014 NA NA NA NA NA 200.871640537514 67 193.760988241881 197 181.676581746921 184 576.309210526316 448 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
