id rgb_r_mean rgb_r_mode rgb_g_mean rgb_g_mode rgb_b_mean rgb_b_mode luminance_mean luminance_mode
GC30 162.681918331375 143 150.905478848414 126 135.309268507638 99 448.896665687427 368
GC31 177.010945945946 97 157.509493243243 179 132.249966216216 141 466.770405405405 417
GC32 168.897101309707 186 155.588501540832 168 138.991140215716 156 463.476743066256 510
GC33 169.592699579832 166 155.149527310924 136 138.97581407563 124 463.718040966387 426
GC34 163.394068112378 98 158.269021536627 101 149.168492436098 178 470.831582085103 377
GC35 168.53225 190 150.382392857143 135 128.152214285714 96 447.066857142857 421
GC36 152.474957264957 180 138.026367521368 158 119.292243589744 132 409.793568376068 470
GC37 156.521670013387 178 148.504099732262 165 138.059432173137 157 443.085201918786 500
GC38 155.381497175141 98 143.812735404896 165 127.899034839925 153 427.093267419962 416
GC39 163.90462962963 161 146.555758101852 127 128.927633101852 96 439.388020833333 384
GC4 197.871671075838 101 191.408840388007 97 181.564197530864 96 570.844708994709 294
GC40 179.165918443696 161 152.986563162489 134 122.820270607308 105 454.972752213493 400
GC41 183.255 97 172.676666666667 99 162.460525362319 105 518.392192028986 301
GC42 170.91796875 215 159.247995923913 175 146.59816576087 158 476.764130434783 548
GC44 189.653425229741 NA 167.954093567251 187 142.9388053467 148 500.546324143693 NA
GC45 166.648706896552 NA 158.266825039185 138 149.175303683386 183 474.090835619122 NA
GC46 140.59595959596 113 133.821725317693 105 109.023582600196 99 383.441267513848 317
GC47 133.157175925926 64 126.689189814815 65 104.541805555556 126 364.388171296296 255
GC48 166.220074696545 130 161.012822906941 115 155.548770619359 100 482.781668222845 345
GC49 161.771271008403 186 147.520687441643 162 135.960725957049 156 445.252684407096 504
GC5 168.343867461515 66 158.462735521559 65 144.684814096579 64 471.491417079652 195
GC50 148.79268102372 159 144.42840980025 157 135.768531523096 151 428.989622347066 467
GC51 160.880040695523 184 149.870575903317 165 135.517295597484 151 446.267912196325 500
GC6 168.402975295795 181 154.858750529926 161 136.283847843681 141 459.545573669403 483
GC7 174.74944037444 101 166.974715099715 98 158.461894586895 104 500.18605006105 303
GC8 159.466066919192 97 151.986347853535 98 142.504774305556 163 453.957189078283 358
GC9 177.259808974095 103 156.247612176184 182 133.98852470281 157 467.495945853089 442
LN1 165.477694746377 95 156.585522342995 182 146.002339975845 161 468.065557065217 438
LN10 167.534583333333 185 164.359615384615 182 160.501442307692 174 492.395641025641 541
LN11 182.342675210902 101 175.341985723556 196 163.136112913692 183 520.820773848151 480
LN12 173.297571889671 189 162.659734448357 176 149.207636443662 154 485.16494278169 519
LN13 157.624173658785 137 152.466310704297 131 147.366005593694 129 457.456489956776 397
LN14 154.158687363834 97 146.402178649237 175 137.801497821351 159 438.362363834423 431
LN15 164.16352739726 181 157.654691780822 169 150.105410958904 159 471.923630136986 509
LN16 174.386433678501 191 162.328525641026 181 146.102933925049 157 482.817893244576 529
LN17 170.239178959627 187 163.969186723602 181 154.473845108696 164 488.682210791926 532
LN18 158.759890572391 165 153.680520482604 159 147.158003647587 155 459.598414702581 479
LN19 175.844246031746 128 165.065648723257 188 152.751035196687 161 493.660929951691 477
LN2 176.237463017751 103 168.21701183432 188 158.63198964497 170 503.086464497041 461
LN20 172.28287627551 189 166.247608418367 184 157.272608418367 164 495.803093112245 537
LN21 159.347089552239 101 153.101082089552 102 145.398917910448 162 457.847089552239 365
LN22 170.473975409836 100 162.512418032787 101 152.500245901639 175 485.486639344262 376
LN23 156.077003588517 104 151.859250398724 176 146.585675837321 160 454.521929824561 440
LN24 162.465202294686 176 157.87058423913 166 152.247999698068 159 472.583786231884 501
LN25 157.759117203219 105 149.771032444668 170 140.271755533199 151 447.801905181087 426
LN26 180.08052238806 214 166.267462686567 186 147.372350746269 158 493.720335820896 558
LN27 152.013671875 107 146.430625 109 140.2475 153 438.691796875 369
LN28 160.407248263889 171 154.494661458333 161 147.647743055556 158 462.549652777778 490
LN29 178.857210144928 138 168.19481884058 185 148.709927536232 139 495.761956521739 462
LN3 172.751041666667 104 164.453165064103 182 151.687900641026 158 488.892107371795 444
LN30 187.578897527911 136 170.245763556619 188 148.030552232855 158 505.855213317384 482
LN4 163.159085986571 176 158.723223954949 163 154.102772363006 159 475.985082304527 498
LN5 172.302242647059 189 166.597316176471 185 157.861691176471 167 496.76125 541
LN6 173.807632953466 102 165.007923789174 102 152.947204415954 171 491.762761158594 375
LN7 174.416486486486 190 166.906216216216 185 157.003141891892 163 498.325844594595 538
LN8 169.872248931624 98 159.516933760684 99 144.174866452991 158 473.564049145299 355
LN9 174.996289816602 97 164.748039333977 188 149.556467181467 164 489.300796332046 449
MB1 182.192420212766 104 181.704445288754 135 180.81251899696 205 544.70938449848 444
MB10 141.886630730381 163 137.160984848485 158 130.934829059829 144 409.982444638695 465
MB11 148.593431277319 104 144.514145216124 157 141.592733122875 150 434.700309616319 411
MB12 124.675788288288 154 124.864836711712 152 125.255884009009 146 374.796509009009 452
MB13 136.491146318733 147 135.916618126747 132 136.425267940354 130 408.833032385834 409
MB14 169.680886426593 190 168.557202216066 189 166.340183518006 185 504.578272160665 564
MB15 129.43285472973 152 129.322818742656 139 129.835414218566 130 388.591087690952 421
MB16 142.186163651316 158 142.142081277412 156 143.242684347588 153 427.570929276316 467
MB17 149.9294332211 74 141.84375 162 134.152918069585 156 425.926101290685 392
MB18 164.224156476449 189 163.837267889493 188 161.827275815217 187 489.888700181159 564
MB19 149.941346153846 97 144.753182234432 163 138.264423076923 155 432.958951465201 415
MB2 144.005208333333 163 142.499311542146 159 139.764697078544 156 426.269216954023 478
MB20 154.389726775956 162 155.725755919854 162 155.009617486339 159 465.125100182149 483
MB21 144.7775 160 140.202991803279 158 133.661885245902 152 418.64237704918 470
MB22 180.685578208556 191 176.009943181818 185 170.006287600267 174 526.701808990642 550
MB23 157.641840277778 101 155.604935515873 172 152.631696428571 161 465.878472222222 434
MB24 176.678725546605 106 174.81945243575 202 172.276323360184 190 523.774501342539 498
MB25 166.940241029358 187 163.524034976441 179 159.625113265676 162 490.089389271475 528
MB26 159.065916719949 100 154.682025255754 165 150.055246962916 156 463.803188938619 421
MB27 142.431872717788 159 144.51335419927 159 147.192070944184 158 434.137297861242 476
MB28 170.191967871486 189 168.995939312807 188 167.248371262829 187 506.436278447122 564
MB29 161.5984375 129 152.190792410714 106 144.7333984375 157 458.522628348214 392
MB3 168.42501023751 101 164.450586950587 111 159.140868140868 188 492.016465328965 400
MB30 165.584294871795 182 166.27625534188 181 166.039556623932 174 497.900106837607 537
MB31 150.698805147059 163 147.103553921569 158 142.044852941176 153 439.847212009804 474
MB32 156.449463383838 186 158.466003787879 187 158.99788510101 187 473.913352272727 560
MB33 176.991611111111 190 175.530277777778 190 174.231722222222 190 526.753611111111 570
MB34 148.80487860533 164 148.976131799927 160 149.522978276743 158 447.303988682001 482
MB35 178.705999197432 188 175.358467094703 185 173.872371589085 182 527.93683788122 555
MB36 154.3304558534 101 150.872835579787 168 146.533393911858 159 451.736685345045 428
MB37 160.850985095958 102 159.240838097183 178 156.729966312781 163 476.821789505921 443
MB38 179.139852941176 192 177.655490196078 190 175.084338235294 185 531.879681372549 567
MB4 165.447072072072 181 162.629201316701 169 159.385048510049 160 487.461321898822 510
MB5 174.389798802793 105 172.766129032258 129 169.126725141337 189 516.282652976388 423
MB6 146.069928137092 160 141.352646489773 157 135.187741846324 142 422.61031647319 459
MB7 175.679963128976 187 171.455664401388 181 166.141013591671 166 513.276641122036 534
MB8 168.772472319347 141 168.456002331002 181 166.660402097902 181 503.888876748252 503
MB9 149.445077864294 77 146.673908509455 166 140.571259733037 158 436.690246106785 401
MH1 197.747302827381 136 189.528645833333 132 178.498604910714 190 565.774553571429 458
MH10 172.881229995428 144 166.632887517147 144 157.486396890718 149 497.000514403292 437
MH11 183.600529100529 197 171.227380952381 167 154.4 128 509.22791005291 492
MH13 200.209796186719 NA 191.852071005917 NA 181.834582511506 135 573.896449704142 NA
MH14 183.261241830065 163 177.247973856209 165 169.139215686274 165 529.648431372549 493
MH15 189.752309099223 172 181.217146776406 168 169.975537265661 168 540.944993141289 508
MH16 184.285043594903 198 168.74128101945 163 151.428906773977 137 504.45523138833 498
MH17 204.564113597246 161 198.843115318417 134 189.434079173838 132 592.841308089501 427
MH18 188.072471369875 175 176.311827956989 161 161.233062330623 134 525.617361657488 470
MH19 189.786605783866 160 179.502080162354 135 164.964079147641 128 534.252765093861 423
MH2 196.140800561798 160 185.986345193508 139 173.22811329588 189 555.355259051186 488
MH20 192.651118860796 191 184.628596338274 186 173.931487939552 175 551.211203138623 552
MH21 166.891229712859 164 164.233926342072 161 161.579119850187 160 492.704275905119 485
MH22 163.735392224523 170 155.113929146538 143 146.622498274672 135 465.471819645733 448
MH23 201.948402777778 NA 193.268194444444 NA 180.320972222222 191 575.537569444444 NA
MH24 183.251227553311 140 176.427398989899 133 169.667929292929 130 529.346555836139 403
MH25 189.446367521368 198 183.137393162393 189 175.970441595442 183 548.554202279202 570
MH26 189.975338900992 160 178.81045751634 139 164.759864439603 132 533.545660856935 431
MH27 199.084725248124 168 188.896030016945 169 175.123577826192 168 563.104333091261 505
MH28 193.87487974988 166 181.854377104377 161 168.098484848485 133 543.827741702742 460
MH29 210.262854609929 66 202.282358156028 69 188.745567375887 189 601.290780141844 324
MH3 189.888545953361 162 184.436814128944 161 176.898276748971 161 551.223636831276 484
MH30 207.824848259631 NA 195.13086832652 NA 177.49523101697 194 580.450947603121 NA
MH31 194.677106227106 NA 180.741697191697 161 164.561843711844 142 539.980647130647 NA
MH32 194.6395409494 NA 189.337506520605 202 181.443270735524 184 565.420318205529 NA
MH33 205.842857142857 NA 197.066402116402 NA 185.728835978836 200 588.638095238095 NA
MH34 196.72137068358 NA 183.552766032417 221 169.141472868217 188 549.415609584214 NA
MH35 190.457056451613 NA 176.455443548387 187 158.671774193548 157 525.584274193548 NA
MH36 198.389100609756 214 184.292492378049 188 162.043921493902 160 544.725514481707 562
MH37 183.990383284904 NA 169.205479452055 133 133.965753424658 130 487.161616161616 NA
MH38 186.658307210031 199 173.836859979101 181 139.830982236155 135 500.326149425287 515
MH39 182.783910533911 190 169.256184291899 179 132.555400948258 130 484.595495774067 499
MH4 185.849035549179 163 181.560816196397 161 176.06185238323 157 543.471704128806 481
MH40 165.30449687437 127 150.710990118976 117 120.58661020367 110 436.602097197016 354
MH41 156.446095076401 149 144.618081494058 132 115.886587436333 118 416.950764006791 399
MH42 162.533215755438 163 150.131246325691 135 122.540637860082 123 435.205099941211 421
MH43 160.111365486365 101 147.248778998779 98 118.273555148555 101 425.6336996337 300
MH5 189.346725146199 168 178.852923976608 173 166.617368421053 139 534.81701754386 480
MH6 196.074561403509 66 183.448830409357 182 165.171661793372 157 544.695053606238 405
MH7 193.180035650624 159 180.040285204991 134 164.217201426025 128 537.43752228164 421
MH8 201.893095238095 NA 192.421904761905 200 180.697936507937 186 575.012936507937 NA
MH9 197.412849105887 NA 182.52606992164 165 162.990204942737 143 542.929123970263 NA
MR1 177.54476127321 102 174.05216622458 104 167.822502210433 179 519.419429708223 385
MR10 182.658216955153 128 181.050944138474 130 175.978437254131 189 539.687598347758 447
MR11 187.465009416196 213 186.730470809793 209 185.622975517891 201 559.818455743879 623
MR12 166.74358974359 179 165.676923076923 176 162.141333333333 168 494.561846153846 523
MR13 175.442503856297 189 172.15654077723 187 168.812608847092 184 516.411653480619 560
MR14 145.267792443064 159 142.103260869565 156 139.655635351967 150 427.026688664596 465
MR15 162.286519249513 97 160.807048001949 99 155.535971003899 163 478.629538255361 359
MR16 180.432222222222 191 179.501666666667 190 177.971203703704 189 537.905092592593 570
MR17 151.026991441738 97 150.658862738644 102 150.777361751152 168 452.463215931534 367
MR18 169.878676470588 100 164.691846885813 178 158.508239619377 161 493.078762975779 439
MR19 152.021553325901 163 153.648643626904 164 153.520252694166 161 459.190449646971 488
MR2 163.072061228198 97 164.235646802326 101 166.152321039244 184 493.460029069767 382
MR20 166.8 99 164.418278018278 102 160.952621452621 183 492.170899470899 384
MR21 171.958879392213 99 171.604178537512 102 171.754558404558 200 515.317616334283 401
MR22 178.496761485043 96 178.07765758547 98 174.44140625 101 531.015825320513 295
MR23 162.656083333333 178 161.60275 166 157.883555555556 160 482.142388888889 504
MR24 176.004673230594 189 172.707762557078 184 167.08904109589 167 515.801476883562 540
MR25 180.994391025641 131 176.46531116453 190 165.68062232906 173 523.140324519231 494
MR26 176.413793103448 96 177.81360003592 99 173.79992816092 106 528.027321300287 301
MR27 175.115963541667 98 172.3259375 101 163.967109375 103 511.409010416667 302
MR28 177.184846947404 189 182.488979085631 190 187.95715654772 192 547.630982580754 571
MR29 176.632602225673 102 177.99181547619 193 177.053733178054 189 531.678150879917 484
MR3 168.215413943355 185 168.585443899782 183 169.252246732026 181 506.053104575163 549
MR30 187.1215234375 133 180.4926171875 190 170.984140625 178 538.59828125 501
MR31 169.059762348555 100 164.959401211556 177 158.477050326188 160 492.4962138863 437
MR32 173.671840659341 189 172.715315934066 187 170.021291208791 179 516.408447802198 555
MR33 161.272171026556 100 160.836999603646 170 157.791963931827 160 479.901134562029 430
MR34 162.870746459481 175 165.078186467349 174 166.226617820614 169 494.175550747443 518
MR35 177.527113459399 191 176.43569243604 190 170.604004449388 183 524.566810344828 564
MR36 180.232740740741 132 181.166 134 182.068222222222 197 543.466962962963 463
MR37 181.316341463415 99 176.249207317073 99 166.369054878049 183 523.934603658537 381
MR38 177.953979150775 189 180.082634121536 189 182.383676582761 189 540.420289855072 567
MR39 185.137829044661 211 185.515725130632 212 184.555654145716 207 555.20920832101 630
MR4 157.182322124756 174 151.276041666667 159 144.0386208577 153 452.496984649123 486
MR40 176.742529761905 189 173.339732142857 186 170.258720238095 176 520.340982142857 551
MR41 192.318481154547 132 191.912428191117 135 190.715426649853 213 574.946335995516 480
MR42 168.792009024784 97 163.328141837284 186 159.505691002155 173 491.625841864224 456
MR43 170.893772893773 189 168.606701940035 187 168.372201872202 183 507.87267670601 559
MR44 191.253803446535 197 188.976061720384 192 185.957819597664 190 566.187684764583 579
MR45 171.38876227209 101 169.039402173913 185 163.230364656381 165 503.658529102384 451
MR46 187.141619585687 134 185.13286252354 226 181.831073446328 204 554.105555555555 564
MR47 165.832714160839 102 164.363690996503 188 162.075311407343 185 492.271716564685 475
MR48 184.044369029663 197 180.614253393665 190 177.65409753645 189 542.312719959779 576
MR49 184.546296296296 187 183.257051282051 186 182.39537037037 185 550.198717948718 558
MR5 167.62816011236 198 166.223993445693 190 162.725725655431 142 496.577879213483 530
MR50 165.969696969697 168 165.267571548822 168 165.330808080808 169 496.568076599327 505
MR51 173.079049595573 101 168.092619199659 100 164.786904001703 101 505.958572796935 302
MR52 178.358093816101 197 176.536767450541 196 175.77056115466 193 530.665422421302 586
MR53 176.209011813538 191 174.93596344189 190 171.652717911877 185 522.797693167305 566
MR54 166.295401681875 179 166.340221864376 177 166.503220611916 174 499.138844158168 530
MR55 181.640284586057 137 182.416598583878 200 182.702614379085 192 546.75949754902 529
MR56 160.796918186844 186 163.465415975677 185 166.287244333886 183 490.549578496407 554
MR57 163.579734718407 182 163.975768372253 165 164.512427026099 162 492.067930116758 509
MR58 166.504403040415 182 164.141615684093 171 162.427743789396 163 493.073762513904 516
MR59 169.173090277778 101 170.990162037037 185 172.576041666667 183 512.739293981482 469
MR6 164.449402915633 97 164.922185173697 99 162.893571650124 182 492.265159739454 378
MR60 179.747950819672 189 179.745474726776 189 179.186390027322 188 538.67981557377 566
MR61 184.043623798726 199 182.980563654033 194 181.627578015333 190 548.651765468092 583
MR62 162.172222222222 170 161.69512195122 168 162.35216802168 166 486.219512195122 504
MR63 176.589909297052 102 176.663378684807 131 177.866666666667 194 531.119954648526 427
MR64 180.594920634921 187 177.498571428571 187 176.185238095238 188 534.27873015873 562
MR65 179.116402116402 191 177.893897707231 190 178.090652557319 190 535.100952380952 571
MR66 164.040607344633 179 161.316031073446 170 159.781735522599 163 485.138373940678 512
MR67 171.398692307692 188 171.284230769231 187 174.013192307692 186 516.696115384615 561
MR68 184.352994970279 107 183.358710562414 129 182.463991769547 134 550.175697302241 370
MR69 181.442028985507 188 180.331275720165 187 180.175165503668 187 541.94847020934 562
MR7 158.761253720238 172 162.914461096939 169 166.035754145408 167 487.711468962585 508
MR8 159.791993207941 97 161.576432427726 98 162.021508185301 99 483.389933820968 294
MR9 176.286612940631 99 170.858824211503 99 163.73538961039 103 510.880826762523 301
PP1 207.777920741122 NA 193.223751930005 201 169.898739063304 181 570.900411734431 NA
PP10 197.786764705882 NA 183.328952205882 175 166.340625 160 547.456341911765 NA
PP11 207.612140366173 NA 189.595902353967 195 162.27452048823 163 559.48256320837 NA
PP12 187.019853709509 187 171.478665970045 164 153.551898293278 153 512.050417972832 504
PP13 200.206200941915 66 187.654945054945 188 173.71907378336 175 561.58021978022 429
PP14 183.324760244115 188 173.828138622493 178 158.795008718396 159 515.947907585004 525
PP15 200.207449494949 134 185.592297979798 132 162.93345959596 183 548.733207070707 449
PP16 201.857295482295 NA 191.021443833944 133 175.143772893773 132 568.022512210012 NA
PP17 190.094618055556 203 165.153251262626 157 133.730508207071 126 488.978377525253 486
PP18 168.889498156165 130 155.441109507776 134 140.880423280423 129 465.211030944364 393
PP19 186.87075803662 166 163.457446174032 138 136.373769905171 118 486.701974115823 422
PP2 198.178879310345 202 185.482638888889 188 168.748802681992 168 552.410320881226 558
PP20 204.756350806452 NA 190.509173387097 136 169.081048387097 190 564.346572580645 NA
PP21 183.62827685422 161 169.725863171355 147 151.898257672634 132 505.25239769821 440
PP22 206.245259831461 NA 183.895628511236 192 152.724455758427 157 542.865344101124 NA
PP23 208.271896258503 NA 186.519699546485 190 159.696003401361 159 554.487599206349 NA
PP24 205.011433238056 NA 182.773887300939 194 153.184156798693 138 540.969477337689 NA
PP25 207.486969912343 NA 195.094764273869 220 179.914593698176 189 582.496327884388 NA
PP26 193.628009259259 213 185.790162037037 191 170.713078703704 177 550.13125 581
PP27 189.768127364439 206 182.110182849937 190 172.566204287516 183 544.444514501892 579
PP28 191.869345238095 199 175.004166666667 164 157.064880952381 150 523.938392857143 513
PP29 199.649281206171 164 182.216690042076 138 159.866234221599 128 541.732205469846 430
PP3 195.579044117647 132 176.124415106952 190 148.802055481283 158 520.505514705882 480
PP30 198.957682291667 234 183.587425595238 189 160.869419642857 161 543.414527529762 584
PP31 206.558459051724 NA 192.173221982759 219 169.755118534483 187 568.486799568966 NA
PP32 204.80350877193 NA 187.903668261563 205 164.535167464115 170 557.242344497608 NA
PP33 192.913281561131 214 179.253484667463 186 156.572779769016 159 528.739545997611 559
PP34 192.164761904762 NA 172.835317460317 162 150.540158730159 131 515.540238095238 NA
PP35 198.509834558824 169 174.467463235294 160 144.559834558824 127 517.537132352941 456
PP36 198.568452380952 240 183.113185425685 164 168.687860750361 156 550.369498556999 560
PP37 208.150532581454 NA 194.112990810359 200 179.251670843776 178 581.515194235589 NA
PP38 200.468812003968 66 183.871961805556 175 166.068328373016 155 550.40910218254 396
PP39 194.255220306513 212 185.13125 188 177.089966475096 180 556.476436781609 580
PP4 201.720338983051 NA 181.052102950408 193 150.494350282486 158 533.266792215945 NA
PP40 191.185470779221 199 177.638979076479 173 163.686417748918 159 532.510867604618 531
PP41 198.650835866261 NA 191.090868794326 NA 181.87031408308 189 571.612018743668 NA
PP42 208.912234042553 NA 190.766696217494 199 162.959072104019 161 562.638002364066 NA
PP43 198.214101830664 NA 185.204733981693 188 167.711670480549 165 551.130506292906 NA
PP44 200.871640537514 67 193.760988241881 197 181.676581746921 184 576.309210526316 448
PP45 207.243904320988 NA 195.906944444444 240 179.023225308642 189 582.174074074074 NA
PP46 198.689104448364 224 187.527140897511 191 171.290809327846 162 557.507054673721 577
PP5 196.143936877076 NA 180.46096345515 189 158.98280730897 161 535.587707641196 NA
PP6 198.353216374269 NA 187.34269005848 208 169.152923976608 139 554.848830409357 NA
PP7 199.905811849842 NA 190.796246042515 231 177.786295793758 190 568.488353686115 NA
PP8 198.554471233576 NA 185.216736828677 198 163.223944380661 180 546.995152442914 NA
PP9 200.044047619048 NA 192.844817927171 218 178.337254901961 187 571.226120448179 NA
PQ1 139.809413793103 160 137.337482758621 158 130.905413793103 142 408.052310344828 460
PQ10 148.334381764069 160 148.752130681818 159 146.210666937229 156 443.297179383117 475
PQ11 205.437621477162 NA 202.541727405248 NA 194.755344995141 224 602.734693877551 NA
PQ12 135.481637976004 132 135.442044861763 131 133.494679186228 130 404.418362023996 393
PQ13 188.395421177056 196 187.080253826055 192 183.888764464352 186 559.364439467463 574
PQ14 193.039031687747 219 184.669250645995 196 170.0656874745 180 547.773969808242 595
PQ15 205.568958818959 162 198.826631701632 NA 186.189491064491 206 590.585081585082 NA
PQ16 120.561144067797 134 123.190127118644 141 124.670042372881 142 368.421313559322 417
PQ17 141.7378003003 70 141.466873123123 73 140.023335835836 161 423.228009259259 304
PQ18 136.1089640365 161 135.855810520666 160 135.904186795491 159 407.868961352657 480
PQ19 150.636946386946 98 150.462011946387 170 145.293706293706 156 446.39266462704 424
PQ2 121.805435823755 130 114.726125478927 124 111.715493295019 118 348.247054597701 372
PQ20 166.51656420765 97 164.384221311475 98 158.221610314208 104 489.122395833333 299
PQ21 142.339261097326 163 144.158303464755 164 144.217948717949 160 430.715513280029 487
PQ22 157.812281621244 163 157.131988120196 162 153.60464709993 159 468.54891684137 484
PQ23 141.16991991992 75 140.942849099099 163 139.339777277277 160 421.452546296296 398
PQ24 174.389723740134 157 173.345931997571 157 172.627732240437 159 520.363387978142 473
PQ25 142.521971971972 158 141.637337337337 157 137.901551551552 150 422.060860860861 465
PQ26 148.786778143275 163 144.291301169591 158 140.598714668616 154 433.676793981482 475
PQ27 189.313722524703 191 182.983313167977 187 170.223885864086 169 542.520921556765 547
PQ28 208.614359318996 166 197.672043010753 NA 167.175963261649 171 573.462365591398 NA
PQ29 176.552825836217 131 170.343867743176 190 162.512341407151 184 509.409034986544 505
PQ3 127.072696960298 127 128.931451612903 128 128.384421526055 127 384.388570099256 382
PQ30 179.805111111111 188 171.475555555556 177 162.970507936508 162 514.251174603175 527
PQ4 141.420314805706 160 136.54508423512 157 128.55101758485 137 406.516416625676 454
PQ5 154.301553672316 164 155.61252354049 165 153.572818581293 160 463.486895794099 489
PQ6 193.895416836665 154 194.596219230246 159 192.366653066775 160 580.858289133687 473
PQ7 143.481464620187 163 141.202675164759 160 138.016432535553 158 422.700572320499 481
PQ8 196.603671497585 161 193.910917874396 161 185.990724637681 162 576.505314009662 484
PQ9 202.456424079066 NA 199.699311171009 NA 192.92362982929 NA 595.079365079365 NA
PR1 161.910424710425 101 155.038288288288 108 150.401624839125 163 467.350337837838 372
PR10 166.960820195195 96 165.490255880881 97 166.751345095095 100 499.202421171171 293
PR11 151.891851265823 172 146.383254219409 162 138.023734177215 157 436.298839662447 491
PR12 149.297348484848 161 148.708040223665 158 147.174107142857 156 445.179495851371 475
PR13 164.447902721999 183 161.92213297635 179 160.883757251227 175 487.253792949576 537
PR14 158.406337719298 97 160.205657894737 98 160.52125 100 479.133245614035 295
PR15 141.972263313609 163 139.596801035503 160 136.588880670611 157 418.157945019724 480
PR16 151.802501393534 97 150.112876254181 105 147.088315217391 159 449.003692865106 361
PR17 170.018697820037 183 164.523278061224 166 158.830009276438 160 493.371985157699 509
PR18 139.364868164062 159 135.979418945312 156 131.826293945312 144 407.170581054687 459
PR19 139.993788032454 157 140.298275862069 153 140.81607505071 146 421.108138945233 456
PR2 159.174386160714 176 158.063585069444 166 155.185236855159 160 472.423208085317 502
PR20 163.654220779221 180 157.112656739812 163 149.42302955665 157 470.189907075683 500
PR21 154.560458896396 171 153.573057432432 165 153.997870917793 163 462.131387246622 499
PR22 155.165052387914 178 153.886086744639 177 153.41176291423 177 462.462902046784 532
PR23 150.696103896104 99 148.752029220779 163 146.320670995671 159 445.768804112554 421
PR24 140.591266741071 152 141.247488839286 145 143.317131696429 143 425.155887276786 440
PR25 149.248851102941 164 144.819888291855 159 141.950844881222 157 436.019584276018 480
PR26 133.386017857143 158 120.979982142857 102 115.357339285714 97 369.723339285714 357
PR27 131.552261396011 156 132.811490978158 154 133.187292260209 148 397.551044634378 458
PR28 162.931284340659 178 158.645054945055 165 152.588461538462 159 474.164800824176 502
PR29 158.066608187135 169 155.322105263158 161 152.971461988304 158 466.360175438597 488
PR3 155.66380931713 95 156.005226417824 96 159.525028935185 97 471.194064670139 288
PR30 158.058965844402 103 156.597794117647 168 154.417860531309 160 469.074620493359 431
PR31 149.661178107607 159 149.525162337662 158 148.000463821892 155 447.186804267161 472
PR32 153.485186018602 103 147.730141764176 100 141.992874287429 98 443.208202070207 301
PR33 167.744875967628 102 162.162715517241 178 153.708831808586 159 483.616423293455 439
PR34 164.263245750954 182 158.042425424905 165 150.193331599029 158 472.499002774887 505
PR35 154.17105007764 161 152.302503881988 158 150.346079192547 156 456.819633152174 475
PR36 169.912566934404 188 163.610051316377 178 154.487728692548 159 488.010346943329 525
PR37 153.175715042373 158 153.662429378531 158 154.097678319209 158 460.935822740113 474
PR38 164.125436490615 183 157.818747271934 163 147.780799869053 156 469.724983631602 502
PR39 152.857774390244 161 154.880005081301 160 156.876295731707 160 464.614075203252 481
PR4 167.601265822785 189 167.409517112049 189 166.653727144866 187 501.6645100797 565
PR40 155.35496682553 174 151.214372488552 157 147.462480142043 153 454.031819456126 484
PR41 156.041895604396 160 154.795467032967 159 152.562568681319 157 463.399931318681 476
PR42 138.748955741202 157 137.29439210807 155 135.217872378244 148 411.261220227515 460
PR43 171.629918981481 188 170.991087962963 188 170.77337962963 188 513.394386574074 564
PR44 144.646763392857 159 145.742020089286 158 146.892466517857 157 437.28125 474
PR45 132.951726740057 128 132.354336825284 126 131.972234552557 127 397.278298117898 381
PR46 148.27 97 149.610694444444 98 149.145486111111 100 447.026180555556 295
PR47 147.241087841387 99 142.546448266807 101 139.197922137605 151 428.985458245798 351
PR48 155.594919655105 99 149.709803057025 173 145.398135900451 157 450.702858612581 429
PR49 152.801242393509 160 152.675760649087 159 151.475177484787 157 456.952180527383 476
PR5 162.234082640333 97 161.141729469854 99 158.701598232848 172 482.077410343035 368
PR50 174.702566601689 95 167.676697530864 96 160.747055717999 99 503.126319850552 290
PR51 147.573613433668 160 149.638761148272 159 151.707741081382 158 448.920115663322 477
PR52 148.614409722222 104 143.566840277778 158 139.248958333333 149 431.430208333333 411
PR53 160.885659427966 189 152.622633077331 176 143.696918034958 158 457.205210540254 523
PR54 122.032435064935 142 120.641753246753 127 120.009805194805 126 362.683993506494 395
PR55 161.626656818908 184 159.753613062919 178 158.10763334398 167 479.487903225806 529
PR56 178.608511646804 102 171.468411430119 183 164.167998374865 166 514.244921451788 451
PR57 140.241826581379 150 138.41483060886 142 135.293413882966 133 413.950071073205 425
PR58 176.248303167421 190 174.708604355204 190 174.399073812217 190 525.355981334842 570
PR59 137.868923611111 158 136.539110725309 156 136.371784979424 152 410.779819315844 466
PR6 173.07671957672 189 168.0090632961 183 164.328042328042 176 505.413825200862 548
PR60 147.894038673021 160 145.392732771261 158 142.118172653959 154 435.40494409824 472
PR61 153.524133403361 159 153.661475840336 158 153.867069327731 158 461.052678571429 475
PR62 166.880007558579 99 168.124929138322 103 169.017455593348 130 504.022392290249 332
PR63 178.408712121212 99 172.305260942761 100 164.927798821549 184 515.641771885522 383
PR64 165.241736778846 188 166.437886332418 187 166.479996565934 185 498.159619677198 560
PR65 158.50770784082 97 159.199665090623 99 160.406373128448 184 478.11374605989 380
PR66 166.507870011623 104 156.749152460287 173 147.444788841534 156 470.701811313444 433
PR67 143.94215969216 161 142.905393217893 159 143.223905723906 158 430.071458633959 478
